areasymbol,spatialver,longitude,latitude,musym,mukey,muname,component_name,component_percent_r,horizon_name,horizon_top_cm,horizon_bottom_cm,ph1to1h2o_r,ph01mcacl2_r,cec7_r,ecec_r,sumbases_r,caco3_r,gypsum_r,sar_r,pbray1_r,poxalate_r,ph2osoluble_r,ptotal_r
FL071,8,-81.85086362,26.47533704,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.69680157,26.57965279,121,3102875,"Malabar fine sand, high-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.94769920,26.52728735,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.75571263,26.49732314,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.82620565,26.50838957,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.70836858,26.49043574,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.86754427,26.51364715,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.61287543,26.47743553,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.84172875,26.51053232,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.59953970,26.47589748,53,1483446,"Myakka fine sand, frequently ponded, 0 to 1 percent slopes",Myakka,85,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.77923167,26.49857006,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.60087102,26.47562535,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.87645385,26.51375580,8,3236264,"Brynwood fine sand, tidal, 0 to 2 percent slopes",Brynwood,90,An,0,5,7.9,,1.1,,29.8,0,0,25,,,,
FL071,8,-81.71634518,26.49398750,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.70936330,26.49165628,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.80100836,26.50316783,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.76318118,26.49915227,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.78365358,26.50134516,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.56559471,26.47170968,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.56678258,26.47114712,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.81696684,26.50538037,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.74281175,26.49607863,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.62758751,26.48105754,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.79633418,26.50208687,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.94664145,26.52446298,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.84526598,26.50910301,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.64929564,26.48249779,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.78308804,26.50212150,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.78077705,26.50258725,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.76187351,26.49977260,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.75434874,26.49806839,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.89465758,26.51955238,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.83129999,26.50875794,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.73341806,26.49424487,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.73934676,26.50126618,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.93117108,26.52214067,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.82176848,26.50674821,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.73682636,26.49647230,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.82322663,26.50679215,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.76804989,26.50077898,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.70322502,26.49398275,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-82.02048466,26.53363917,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.74484793,26.49738164,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.81999508,26.50728162,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.74651777,26.49844781,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.57534901,26.47259528,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.57976465,26.47441912,53,1483446,"Myakka fine sand, frequently ponded, 0 to 1 percent slopes",Myakka,85,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-82.20092967,26.55790739,4,3102832,"Canaveral fine sand-Urban land complex, 0 to 2 percent slopes",Canaveral,50,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-82.08925474,26.54315798,67,3102907,"Smyrna fine sand-Urban land complex, 0 to 2 percent slopes",Smyrna,45,A,0,10,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-81.83104274,26.50994984,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.82971745,26.50930955,10,1483406,"Pompano fine sand, 0 to 2 percent slopes",Pompano,80,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-82.09429405,26.60176843,16,3102896,"Peckish mucky fine sand, tidal, 0 to 1 percent slopes",Peckish,85,An,0,23,5.1,,,2.5,2.5,0,0,25,,,,
FL071,8,-81.98075068,26.73563117,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.86852632,26.70505827,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.67055764,26.31986325,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.67956507,26.32112078,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.74210739,26.32818459,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.81311999,26.33846521,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.75040587,26.32827357,139,3102923,"Winder sand, ponded-Urban land complex, 0 to 1 percent slopes",Winder,45,A,0,8,6.4,,3,,2.8,0,0,1,,,,
FL071,8,-81.68788068,26.32113886,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.72825528,26.32456152,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.78872408,26.33527565,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.82461196,26.33911491,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.80414426,26.33567514,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.73971054,26.32469173,40,1483435,"Anclote sand, frequently ponded, 0 to 1 percent slopes",Anclote,85,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.73631894,26.32582922,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.75516934,26.32760415,62,3102920,"Winder sand, frequently ponded, 0 to 1 percent slopes",Winder,85,A,0,8,6.4,,3,,2.8,0,0,1,,,,
FL071,8,-81.82165773,26.33448430,106,3102843,"Daytona sand-Urban land complex, 0 to 5 percent slopes",Daytona,45,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.74781447,26.32403026,139,3102923,"Winder sand, ponded-Urban land complex, 0 to 1 percent slopes",Winder,45,A,0,8,6.4,,3,,2.8,0,0,1,,,,
FL071,8,-81.83035812,26.33569862,25,3102910,"St. Augustine, organic substratum-Urban land complex, 0 to 2 percent slopes",St. Augustine,45,^C,0,130,7.8,,1.9,,3.4,0,0,1,,,,
FL071,8,-81.71829631,26.31948426,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.73576337,26.32224519,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.83560880,26.33450282,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.81732340,26.33525218,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.81142007,26.32175875,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.81864404,26.32318222,106,3102843,"Daytona sand-Urban land complex, 0 to 5 percent slopes",Daytona,45,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.78073766,26.31757383,75,3236262,"Brynwood fine sand, slough, 0 to 1 percent slopes",Brynwood,88,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.81515090,26.31996037,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.79794037,26.31834629,106,3102843,"Daytona sand-Urban land complex, 0 to 5 percent slopes",Daytona,45,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.78948281,26.31708840,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.80378148,26.31833293,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.57365975,26.76529821,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.56658140,26.76746172,38,3102864,"Isles fine sand, 0 to 1 percent slopes, frequently flooded",Isles,83,A,0,15,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.57191045,26.76781165,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.57278069,26.76567526,35,1483429,"Wabasso sand, 0 to 2 percent slopes",Wabasso,85,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.58674670,26.76781664,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.56677514,26.76627224,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.56884576,26.76583407,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.56651459,26.76584786,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.56871056,26.76441041,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.57023982,26.76484261,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.59536953,26.76754667,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.59941723,26.76752725,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.60140659,26.76813808,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.58385984,26.76643728,35,1483429,"Wabasso sand, 0 to 2 percent slopes",Wabasso,85,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.59923058,26.76636403,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.57000782,26.76180276,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.60620454,26.76808590,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.58287724,26.76265022,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.57527429,26.76381051,35,1483429,"Wabasso sand, 0 to 2 percent slopes",Wabasso,85,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.56683071,26.76272645,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.58658528,26.76445415,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.61671961,26.76615035,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.60621461,26.76601974,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.62172941,26.76539637,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.62400623,26.76670481,63,1483454,"Malabar fine sand, high, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.90602566,26.76790877,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.83999520,26.75684976,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.92759947,26.76955628,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.84399712,26.76303243,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.75149520,26.74617091,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.79983433,26.32062114,124,3102881,"Myakka fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Myakka,45,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.77466429,26.31725515,146,3236263,"Brynwood fine sand, slough-Urban land complex, 0 to 1 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.77041445,26.32372322,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-82.07285062,26.49875000,128,3102893,"Peckish mucky fine sand, tidal-Urban land complex, 0 to 1 percent slopes",Peckish,45,An,0,23,5.1,,,2.5,2.5,0,0,25,,,,
FL071,8,-81.77222522,26.31723873,146,3236263,"Brynwood fine sand, slough-Urban land complex, 0 to 1 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.74600310,26.74403366,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.74255330,26.74542100,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.72179112,26.74253883,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.57324986,26.72474609,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.79876936,26.32137943,134,3102906,"Satellite fine sand-Urban land complex, 0 to 2 percent slopes",Satellite,47,A,0,8,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-81.77691848,26.31972045,146,3236263,"Brynwood fine sand, slough-Urban land complex, 0 to 1 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.63143290,26.58917143,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.63753207,26.57921188,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.93475159,26.62236301,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-82.23934738,26.66272096,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.59965408,26.57602713,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.85827357,26.60994406,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.68823069,26.42785170,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.65395498,26.42332845,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.69044835,26.43025858,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.75339712,26.43740539,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.72906747,26.43446399,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.84214986,26.44571631,10,1483406,"Pompano fine sand, 0 to 2 percent slopes",Pompano,80,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.76012136,26.43871310,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.65672574,26.42249140,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.73932950,26.43714903,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.72504473,26.43340151,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.83909615,26.45627652,17,3102844,"Daytona sand, 0 to 5 percent slopes",Daytona,85,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.81123847,26.60367623,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.66482943,26.58467925,124,3102881,"Myakka fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Myakka,45,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.64209025,26.58215556,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.60664301,26.57627219,112,3102854,"Floridana sand, ponded-Urban land complex, 0 to 1 percent slopes",Floridana,45,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.92623382,26.62167684,69,1483458,"Matlacha gravelly fine sand, 0 to 2 percent slopes",Matlacha,90,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.80054973,26.60391144,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.95896509,26.62620763,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.76516883,26.60165484,69,1483458,"Matlacha gravelly fine sand, 0 to 2 percent slopes",Matlacha,90,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.82444656,26.44994493,136,3102912,"Valkaria fine sand-Urban land complex, 0 to 2 percent slopes",Valkaria,45,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.84171903,26.45074426,17,3102844,"Daytona sand, 0 to 5 percent slopes",Daytona,85,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.68001299,26.42899602,40,1483435,"Anclote sand, frequently ponded, 0 to 1 percent slopes",Anclote,85,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.76258404,26.44051032,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.73317634,26.44157562,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.74618367,26.43895595,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.71680735,26.43452475,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.70891890,26.43189843,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
